mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_logisticregression__C,param_logisticregression__solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.040839862823486325,0.004597996875432106,0.014632987976074218,0.005910552815260748,1e-07,newton-cg,"{'logisticregression__C': 1e-07, 'logisticregression__solver': 'newton-cg'}",0.7555555555555554,0.7611940298507462,0.7611940298507462,0.7611940298507462,0.7518796992481204,0.758203468871183,0.0038427040502777812,26,0.7588785046728972,0.7574626865671642,0.7574626865671642,0.7574626865671642,0.7597765363128491,0.7582086201374478,0.0009566981862371768
0.03913712501525879,0.007035798494563125,0.018278741836547853,0.00832349824139314,1e-07,lbfgs,"{'logisticregression__C': 1e-07, 'logisticregression__solver': 'lbfgs'}",0.7555555555555554,0.7611940298507462,0.7611940298507462,0.7611940298507462,0.7518796992481204,0.758203468871183,0.0038427040502777812,26,0.7588785046728972,0.7574626865671642,0.7574626865671642,0.7574626865671642,0.7597765363128491,0.7582086201374478,0.0009566981862371768
0.03372063636779785,0.014418348915641435,0.02140069007873535,0.008499748701196984,1e-07,liblinear,"{'logisticregression__C': 1e-07, 'logisticregression__solver': 'liblinear'}",0.7906976744186047,0.8031496062992126,0.7727272727272727,0.7611940298507462,0.7518796992481204,0.7759296565087913,0.0187873064525341,23,0.7762906309751435,0.7733333333333333,0.7617260787992495,0.7645951035781544,0.7861271676300579,0.7724144628631877,0.008709663687227849
0.19476704597473143,0.04922359040022721,0.017081260681152344,0.006267236902800556,1e-07,sag,"{'logisticregression__C': 1e-07, 'logisticregression__solver': 'sag'}",0.7555555555555554,0.7611940298507462,0.7611940298507462,0.7611940298507462,0.7518796992481204,0.758203468871183,0.0038427040502777812,26,0.7588785046728972,0.7574626865671642,0.7574626865671642,0.7574626865671642,0.7597765363128491,0.7582086201374478,0.0009566981862371768
0.159098482131958,0.020883083893128863,0.012150955200195313,0.0038267166012145993,1e-07,saga,"{'logisticregression__C': 1e-07, 'logisticregression__solver': 'saga'}",0.7555555555555554,0.7611940298507462,0.7611940298507462,0.7611940298507462,0.7518796992481204,0.758203468871183,0.0038427040502777812,26,0.7588785046728972,0.7574626865671642,0.7574626865671642,0.7574626865671642,0.7597765363128491,0.7582086201374478,0.0009566981862371768
0.03202381134033203,0.009503784836243876,0.011707878112792969,0.0030111836425053213,1e-06,newton-cg,"{'logisticregression__C': 1e-06, 'logisticregression__solver': 'newton-cg'}",0.7555555555555554,0.7611940298507462,0.7611940298507462,0.7611940298507462,0.7518796992481204,0.758203468871183,0.0038427040502777812,26,0.7588785046728972,0.7574626865671642,0.7574626865671642,0.7574626865671642,0.7597765363128491,0.7582086201374478,0.0009566981862371768
0.032195425033569335,0.00697663276451001,0.016931962966918946,0.007003213205598971,1e-06,lbfgs,"{'logisticregression__C': 1e-06, 'logisticregression__solver': 'lbfgs'}",0.7555555555555554,0.7611940298507462,0.7611940298507462,0.7611940298507462,0.7518796992481204,0.758203468871183,0.0038427040502777812,26,0.7588785046728972,0.7574626865671642,0.7574626865671642,0.7574626865671642,0.7597765363128491,0.7582086201374478,0.0009566981862371768
0.02149815559387207,0.007447700635709008,0.011989927291870118,0.003075499853096455,1e-06,liblinear,"{'logisticregression__C': 1e-06, 'logisticregression__solver': 'liblinear'}",0.7906976744186047,0.8031496062992126,0.7727272727272727,0.7611940298507462,0.7518796992481204,0.7759296565087913,0.0187873064525341,23,0.7762906309751435,0.7733333333333333,0.7617260787992495,0.7645951035781544,0.7861271676300579,0.7724144628631877,0.008709663687227849
0.05253205299377441,0.01835130202139477,0.011698341369628907,0.003045221603159376,1e-06,sag,"{'logisticregression__C': 1e-06, 'logisticregression__solver': 'sag'}",0.7555555555555554,0.7611940298507462,0.7611940298507462,0.7611940298507462,0.7518796992481204,0.758203468871183,0.0038427040502777812,26,0.7588785046728972,0.7574626865671642,0.7574626865671642,0.7574626865671642,0.7597765363128491,0.7582086201374478,0.0009566981862371768
0.08391370773315429,0.005511178193297808,0.013868284225463868,0.0030096646937130002,1e-06,saga,"{'logisticregression__C': 1e-06, 'logisticregression__solver': 'saga'}",0.7555555555555554,0.7611940298507462,0.7611940298507462,0.7611940298507462,0.7518796992481204,0.758203468871183,0.0038427040502777812,26,0.7588785046728972,0.7574626865671642,0.7574626865671642,0.7574626865671642,0.7597765363128491,0.7582086201374478,0.0009566981862371768
0.03944487571716308,0.012360189997733872,0.017186784744262697,0.00740397747280127,1e-05,newton-cg,"{'logisticregression__C': 1e-05, 'logisticregression__solver': 'newton-cg'}",0.7555555555555554,0.7611940298507462,0.7611940298507462,0.7611940298507462,0.7518796992481204,0.758203468871183,0.0038427040502777812,26,0.7588785046728972,0.7574626865671642,0.7574626865671642,0.7574626865671642,0.7597765363128491,0.7582086201374478,0.0009566981862371768
0.02676548957824707,0.005069411137422625,0.014362239837646484,0.0035082256267444465,1e-05,lbfgs,"{'logisticregression__C': 1e-05, 'logisticregression__solver': 'lbfgs'}",0.7555555555555554,0.7611940298507462,0.7611940298507462,0.7611940298507462,0.7518796992481204,0.758203468871183,0.0038427040502777812,26,0.7588785046728972,0.7574626865671642,0.7574626865671642,0.7574626865671642,0.7597765363128491,0.7582086201374478,0.0009566981862371768
