mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_decisiontreeclassifier__max_depth,param_decisiontreeclassifier__min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.02525920867919922,0.0050544222239788045,0.012702655792236329,0.00010804517632662184,6,3,"{'decisiontreeclassifier__max_depth': 6, 'decisiontreeclassifier__min_samples_leaf': 3}",0.9702970297029702,0.9803921568627451,0.9183673469387754,0.9320388349514563,0.9292929292929293,0.9460776595497753,0.024538703337202074,14,0.9698492462311559,0.9774436090225564,0.9774436090225564,0.9777777777777779,0.9827160493827161,0.9770460582873526,0.004118116301915476
0.022769403457641602,0.00027862486709962105,0.012859153747558593,0.00028367163974811764,6,4,"{'decisiontreeclassifier__max_depth': 6, 'decisiontreeclassifier__min_samples_leaf': 4}",0.9803921568627451,0.9803921568627451,0.9072164948453608,0.923076923076923,0.9375,0.9457155463295548,0.02989017920853404,16,0.9698492462311559,0.9748743718592966,0.9616368286445013,0.9679012345679012,0.9675810473815462,0.9683685457368801,0.0042584691119931005
0.022726821899414062,0.0004417522582396484,0.01279311180114746,0.00033811895146512185,7,1,"{'decisiontreeclassifier__max_depth': 7, 'decisiontreeclassifier__min_samples_leaf': 1}",0.96,0.9803921568627451,0.9615384615384616,0.9423076923076923,0.9591836734693877,0.9606843968356575,0.0120793134801669,1,0.995049504950495,0.9900497512437811,0.9950738916256159,1.0,0.9975429975429976,0.995543229072578,0.0033016426468692336
0.023150634765625,0.0004184297387441401,0.01302180290222168,0.0002809244991413589,7,2,"{'decisiontreeclassifier__max_depth': 7, 'decisiontreeclassifier__min_samples_leaf': 2}",0.96,0.9803921568627451,0.9411764705882353,0.9215686274509803,0.9361702127659575,0.9478614935335837,0.02038763242986046,13,0.9850746268656716,0.9824561403508771,0.9925925925925926,0.9851485148514852,0.98,0.9850543749321254,0.004222120956474386
0.022609996795654296,0.00031724049599483764,0.012616729736328125,0.0002779869680078238,7,3,"{'decisiontreeclassifier__max_depth': 7, 'decisiontreeclassifier__min_samples_leaf': 3}",0.9803921568627451,0.9902912621359222,0.9504950495049505,0.9423076923076923,0.9387755102040817,0.9604523342030783,0.020910372520044962,2,0.9698492462311559,0.9774436090225564,0.9800995024875622,0.9777777777777779,0.9828009828009828,0.977594223664007,0.004322680071726566
0.023502206802368163,0.000810554762366171,0.012814474105834962,0.0004162302349332556,7,4,"{'decisiontreeclassifier__max_depth': 7, 'decisiontreeclassifier__min_samples_leaf': 4}",0.9702970297029702,0.9902912621359222,0.9072164948453608,0.923076923076923,0.9278350515463918,0.9437433522615135,0.0312608136136134,20,0.9698492462311559,0.9748743718592966,0.9616368286445013,0.9679012345679012,0.9675810473815462,0.9683685457368801,0.0042584691119931005
0.023117589950561523,0.0010823027235978152,0.014058876037597656,0.0021369485701865803,8,1,"{'decisiontreeclassifier__max_depth': 8, 'decisiontreeclassifier__min_samples_leaf': 1}",0.96,0.9803921568627451,0.9514563106796117,0.9423076923076923,0.9306930693069307,0.9529698458313959,0.01681447762301326,7,0.9975308641975309,0.9925558312655086,1.0,1.0,0.9975429975429976,0.9975259386012073,0.0027182436170200865
0.024171113967895508,0.0029235644891425867,0.013136863708496094,0.00024759371689571033,8,2,"{'decisiontreeclassifier__max_depth': 8, 'decisiontreeclassifier__min_samples_leaf': 2}",0.96,0.9702970297029702,0.9411764705882353,0.9215686274509803,0.9484536082474226,0.9482991471979216,0.01664988803112759,12,0.9850746268656716,0.9824561403508771,0.9925925925925926,0.9851485148514852,0.98,0.9850543749321254,0.004222120956474386
0.023697900772094726,0.0013933236218632594,0.012907743453979492,0.0003312145705826931,8,3,"{'decisiontreeclassifier__max_depth': 8, 'decisiontreeclassifier__min_samples_leaf': 3}",0.9803921568627451,0.9902912621359222,0.9504950495049505,0.9423076923076923,0.9387755102040817,0.9604523342030783,0.020910372520044962,2,0.9698492462311559,0.9774436090225564,0.9800995024875622,0.9777777777777779,0.9828009828009828,0.977594223664007,0.004322680071726566
0.02339658737182617,0.0005054896624897999,0.01287980079650879,0.0004739452741542495,8,4,"{'decisiontreeclassifier__max_depth': 8, 'decisiontreeclassifier__min_samples_leaf': 4}",0.9803921568627451,0.9803921568627451,0.9072164948453608,0.923076923076923,0.9278350515463918,0.9437825566388331,0.030661535225969625,18,0.9698492462311559,0.9748743718592966,0.9616368286445013,0.9679012345679012,0.9675810473815462,0.9683685457368801,0.0042584691119931005
0.026946258544921876,0.005605036975908318,0.013509368896484375,0.0011957261945719285,9,1,"{'decisiontreeclassifier__max_depth': 9, 'decisiontreeclassifier__min_samples_leaf': 1}",0.96,0.9902912621359222,0.9514563106796117,0.9423076923076923,0.9306930693069307,0.9549496668860314,0.020173942620657415,5,1.0,0.995049504950495,1.0,1.0,1.0,0.9990099009900991,0.001980198019801982
0.023759746551513673,0.002306962903116098,0.012551546096801758,0.00020613461325064622,9,2,"{'decisiontreeclassifier__max_depth': 9, 'decisiontreeclassifier__min_samples_leaf': 2}",0.96,0.9803921568627451,0.9411764705882353,0.9215686274509803,0.9583333333333334,0.9522941176470588,0.019763655434270444,9,0.9850746268656716,0.9824561403508771,0.9925925925925926,0.9851485148514852,0.98,0.9850543749321254,0.004222120956474386
0.023300743103027342,0.0006418727214846441,0.013069629669189453,0.0008830602421586923,9,3,"{'decisiontreeclassifier__max_depth': 9, 'decisiontreeclassifier__min_samples_leaf': 3}",0.9803921568627451,0.9902912621359222,0.9504950495049505,0.9423076923076923,0.9387755102040817,0.9604523342030783,0.020910372520044962,2,0.9698492462311559,0.9774436090225564,0.9800995024875622,0.9777777777777779,0.9828009828009828,0.977594223664007,0.004322680071726566
0.02391161918640137,0.0018605502943138048,0.011240768432617187,0.0024215867102646586,9,4,"{'decisiontreeclassifier__max_depth': 9, 'decisiontreeclassifier__min_samples_leaf': 4}",0.9803921568627451,0.9803921568627451,0.9072164948453608,0.923076923076923,0.9278350515463918,0.9437825566388331,0.030661535225969625,18,0.9698492462311559,0.9748743718592966,0.9616368286445013,0.9679012345679012,0.9675810473815462,0.9683685457368801,0.0042584691119931005
